hh_id,cluster,lat,lon
H0700001,7,-15.77438985,35.03556663
H0700001,7,-15.77438985,35.03556663
H0700001,7,-15.77438985,35.03556663
H0700002,7,-15.77440115,35.03588793
H0700002,7,-15.77440115,35.03588793
H0700002,7,-15.77440115,35.03588793
H0700002,7,-15.77440115,35.03588793
H0700003,7,-15.77433208,35.03639133
H0700004,7,-15.77410297,35.03698548
H0700005,7,-15.77438891,35.03708727
H0700006,7,-15.77486638,35.03711436
H0700007,7,-15.77468039,35.03747872
H0700007,7,-15.77468039,35.03747872
H0700023,7,-15.77580318,35.0376629
H0700023,7,-15.77580318,35.0376629
H0700023,7,-15.77580318,35.0376629
H0700028,7,-15.77720551,35.03276952
H0700028,7,-15.77720551,35.03276952
H0700030,7,-15.7773677,35.03278588
H0700030,7,-15.7773677,35.03278588
H0700030,7,-15.7773677,35.03278588
H0700030,7,-15.7773677,35.03278588
H0700031,7,-15.77755596,35.03290778
H0700032,7,-15.77775327,35.0323631
H0700033,7,-15.77543572,35.03569454
H0700034,7,-15.77540027,35.03602005
H0700034,7,-15.77540027,35.03602005
H0700043,7,-15.77603736,35.035968
H0700043,7,-15.77603736,35.035968
H0700043,7,-15.77603736,35.035968
H0700044,7,-15.77601905,35.03612409
H0700046,7,-15.77593655,35.03634839
H0700048,7,-15.77593651,35.03679559
H0700049,7,-15.77571529,35.03659088
H0700049,7,-15.77571529,35.03659088
H0700050,7,-15.77542448,35.03668313
H0700052,7,-15.77747047,35.03150167
H0700052,7,-15.77747047,35.03150167
H0700052,7,-15.77747047,35.03150167
H0700052,7,-15.77747047,35.03150167
H0700053,7,-15.7777407,35.03127381
H0700053,7,-15.7777407,35.03127381
H0700053,7,-15.7777407,35.03127381
H0700053,7,-15.7777407,35.03127381
H0700054,7,-15.7771364,35.03170435
H0700054,7,-15.7771364,35.03170435
H0700056,7,-15.77721858,35.03175955
H0700056,7,-15.77721858,35.03175955
H0700056,7,-15.77721858,35.03175955
H0700058,7,-15.77730394,35.03212758
H0700059,7,-15.77852156,35.03158567
H0700059,7,-15.77852156,35.03158567
H0700060,7,-15.77833137,35.03282943
H0700060,7,-15.77833137,35.03282943
H0700063,7,-15.7760974,35.03720787
H0700063,7,-15.7760974,35.03720787
H0700066,7,-15.77667369,35.03348498
H0700066,7,-15.77667369,35.03348498
H0700067,7,-15.77676759,35.03357547
H0700068,7,-15.77687262,35.03321818
H0700069,7,-15.77656084,35.03282967
H0700069,7,-15.77656084,35.03282967
H0700069,7,-15.77656084,35.03282967
H0700070,7,-15.77610853,35.03322341
H0700073,7,-15.77674761,35.03492803
H0700073,7,-15.77674761,35.03492803
H0700074,7,-15.77686948,35.03523954
H0700074,7,-15.77686948,35.03523954
H0700074,7,-15.77686948,35.03523954
H0700074,7,-15.77686948,35.03523954
H0700075,7,-15.7772666,35.03517775
H0700075,7,-15.7772666,35.03517775
H0700075,7,-15.7772666,35.03517775
H0700076,7,-15.77745639,35.03443171
H0700077,7,-15.77745123,35.03418911
H0700077,7,-15.77745123,35.03418911
H0700077,7,-15.77745123,35.03418911
H0700077,7,-15.77745123,35.03418911
H0700078,7,-15.77731467,35.03413624
H0700079,7,-15.7775402,35.03386108
H0700079,7,-15.7775402,35.03386108
H0700079,7,-15.7775402,35.03386108
H0700085,7,-15.77459475,35.03239308
H0700085,7,-15.77459475,35.03239308
H0700086,7,-15.774714,35.03218349
H0700086,7,-15.774714,35.03218349
H0700094,7,-15.77547834,35.03767045
H0700094,7,-15.77547834,35.03767045
H0700094,7,-15.77547834,35.03767045
H0700096,7,-15.77813308,35.03518146
H0700096,7,-15.77813308,35.03518146
H0700097,7,-15.77822073,35.03553692
H0700106,7,-15.77428013,35.03720336
H0700106,7,-15.77428013,35.03720336
H0700107,7,-15.77469793,35.03696153
H0700107,7,-15.77469793,35.03696153
H0700107,7,-15.77469793,35.03696153
H0700115,7,-15.77450086,35.0355189
H0700115,7,-15.77450086,35.0355189
H0700116,7,-15.77427656,35.03554842
H0700116,7,-15.77427656,35.03554842
H0700116,7,-15.77427656,35.03554842
H0700117,7,-15.77427945,35.0361259
H0700117,7,-15.77427945,35.0361259
H0700117,7,-15.77427945,35.0361259
H0700118,7,-15.77420222,35.0366563
H0700119,7,-15.77467854,35.03749599
H0700119,7,-15.77467854,35.03749599
H0700120,7,-15.77394916,35.03725928
H0700127,7,-15.7776853,35.03322076
H0700128,7,-15.77750226,35.03365332
H0700128,7,-15.77750226,35.03365332
H0700128,7,-15.77750226,35.03365332
H0700128,7,-15.77750226,35.03365332
H0700129,7,-15.77699288,35.03404934
H0700138,7,-15.77787864,35.03493367
H0700138,7,-15.77787864,35.03493367
H0700138,7,-15.77787864,35.03493367
H0700139,7,-15.77818472,35.03463693
H0700140,7,-15.77755349,35.03427339
H0700140,7,-15.77755349,35.03427339
H0700141,7,-15.77803754,35.03384718
H0700141,7,-15.77803754,35.03384718
H0700141,7,-15.77803754,35.03384718
H0700142,7,-15.77780123,35.03292344
H0700143,7,-15.77794752,35.03290079
H0700143,7,-15.77794752,35.03290079
H0700143,7,-15.77794752,35.03290079
H0700145,7,-15.77843304,35.03329039
H0700145,7,-15.77843304,35.03329039
H0700145,7,-15.77843304,35.03329039
H0700145,7,-15.77843304,35.03329039
H0700146,7,-15.77834352,35.03377586
H0700146,7,-15.77834352,35.03377586
H0700146,7,-15.77834352,35.03377586
H0700146,7,-15.77834352,35.03377586
H0700146,7,-15.77834352,35.03377586
H0700146,7,-15.77834352,35.03377586
